Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
35,32,6.5,9,clear,1013.84,11,Spring,8.5,inland,Sunny
-1,91,19,54,overcast,985.48,0,Winter,3,inland,Snowy
26,94,12.5,66,overcast,994.06,0,Spring,4.5,mountain,Rainy
-17,97,3,85,overcast,989.42,1,Winter,0.5,mountain,Snowy
-1,96,18.5,99,overcast,986.56,1,Winter,3.5,inland,Snowy
21,87,18,51,partly cloudy,1003.74,2,Winter,4,coastal,Rainy
15,56,2,36,overcast,1017.79,3,Spring,6,coastal,Cloudy
35,57,4,5,partly cloudy,1011.76,11,Winter,5,coastal,Sunny
11,85,8.5,71,partly cloudy,1018.7,1,Autumn,3,coastal,Rainy
31,62,4.5,6,partly cloudy,1025.65,7,Spring,7,mountain,Sunny
-8,85,20,63,overcast,990.07,0,Winter,2.5,inland,Snowy
17,62,10.5,29,overcast,1010.48,3,Spring,7,coastal,Cloudy
10,71,2,10,overcast,1008.29,3,Winter,8.5,inland,Cloudy
-1,70,10.5,51,partly cloudy,988.73,1,Winter,1.5,mountain,Snowy
22,51,8,49,partly cloudy,1014.92,3,Autumn,5,inland,Cloudy
12,64,9,14,partly cloudy,1015.82,2,Winter,8,inland,Cloudy
25,55,12.5,39,partly cloudy,1018.17,4,Autumn,8,inland,Cloudy
5,104,12,95,partly cloudy,1002.57,9,Autumn,1,mountain,Cloudy
31,75,5,33,partly cloudy,1008.2,4,Summer,6.5,mountain,Cloudy
24,54,12.5,10,overcast,1000.83,1,Summer,8,mountain,Cloudy
3,98,5,62,overcast,983.69,0,Winter,3.5,mountain,Snowy
12,76,6.5,47,overcast,1011.37,2,Spring,6.5,mountain,Cloudy
26,59,6,1,partly cloudy,1019.64,10,Autumn,8.5,inland,Sunny
23,84,13,77,overcast,996.74,0,Winter,3,mountain,Rainy
34,77,9.5,24,overcast,1001.9,4,Summer,5.5,coastal,Cloudy
-1,96,21.5,91,overcast,988.78,1,Winter,1,mountain,Snowy
19,99,8.5,99,partly cloudy,1004.36,7,Spring,5.5,mountain,Cloudy
43,48,5,26,partly cloudy,936.13,7,Summer,9,inland,Snowy
-8,97,0,73,partly cloudy,998.07,1,Winter,2.5,mountain,Snowy
-9,96,0,99,overcast,995.66,1,Winter,4.5,inland,Snowy
10,68,18.5,50,overcast,994.73,2,Summer,4.5,coastal,Rainy
-17,95,32,97,overcast,987.38,13,Winter,2,inland,Snowy
15,59,15,17,overcast,1004.33,2,Summer,7.5,mountain,Cloudy
-4,63,12.5,66,overcast,987.16,0,Winter,4.5,mountain,Snowy
30,76,3,19,overcast,1019.94,4,Summer,5,coastal,Cloudy
42,32,9,17,clear,1027.31,8,Summer,7.5,coastal,Sunny
40,23,2,19,clear,1023.15,7,Spring,7,inland,Sunny
21,41,2.5,18,partly cloudy,1012.67,8,Summer,9,inland,Sunny
22,99,18.5,57,overcast,1018.13,2,Spring,3,mountain,Rainy
29,62,13.5,33,overcast,1017.15,4,Summer,7.5,coastal,Cloudy
14,58,10.5,42,overcast,1008.41,3,Winter,5.5,mountain,Cloudy
30,21,7.5,15,clear,1022.61,5,Winter,7,mountain,Sunny
68,84,8,92,clear,1011.47,6,Winter,5.5,coastal,Sunny
1,84,8,59,partly cloudy,987.23,0,Winter,3.5,inland,Snowy
19,63,3,27,partly cloudy,804.48,0,Spring,12.5,inland,Sunny
-2,71,2,50,overcast,982.43,0,Winter,1,inland,Snowy
23,76,7,43,partly cloudy,1005.05,3,Winter,7,inland,Cloudy
24,92,2,95,overcast,1006.73,1,Winter,0.5,mountain,Cloudy
1,20,12.5,26,overcast,1133.55,1,Autumn,14.5,inland,Rainy
-6,60,3,97,partly cloudy,984.98,0,Winter,1.5,mountain,Snowy
-9,76,7,69,overcast,989.39,1,Winter,3,inland,Snowy
1,78,6,58,overcast,989.11,1,Winter,4.5,inland,Snowy
-1,92,14,79,overcast,992.21,1,Winter,4,mountain,Snowy
-7,75,4,84,overcast,992.95,1,Winter,2.5,mountain,Snowy
30,57,7,35,overcast,1000.25,4,Spring,7.5,mountain,Cloudy
58,91,12,95,clear,1025.82,11,Spring,9,coastal,Sunny
8,71,24.5,74,partly cloudy,1004.73,6,Autumn,7.5,mountain,Cloudy
-2,68,15,79,partly cloudy,986.05,0,Winter,3,inland,Snowy
14,88,16.5,97,overcast,1015.85,0,Winter,2.5,inland,Rainy
22,71,9,38,partly cloudy,1010.86,2,Winter,7.5,mountain,Cloudy
-1,70,5,50,partly cloudy,985.2,0,Winter,4,mountain,Snowy
23,76,2,37,overcast,1011.72,1,Winter,5.5,mountain,Cloudy
3,64,0,96,overcast,989.42,0,Winter,2,inland,Snowy
63,76,7,82,overcast,1019.46,13,Summer,1.5,inland,Cloudy
24,57,5.5,17,overcast,1007.74,1,Winter,5,inland,Cloudy
1,76,7,56,partly cloudy,988.76,1,Winter,3.5,mountain,Snowy
32,25,4,12,partly cloudy,1018.9,6,Spring,9,coastal,Sunny
19,23,4.5,96,partly cloudy,854.45,1,Summer,9,mountain,Snowy
4,44,13.5,35,cloudy,1104.13,7,Spring,13,coastal,Sunny
-1,86,0,51,overcast,989.56,1,Winter,4,mountain,Snowy
21,100,17,78,overcast,1010.97,2,Winter,1,coastal,Rainy
38,64,9.5,19,clear,1018.96,5,Autumn,6,coastal,Sunny
19,61,4.5,13,partly cloudy,1016.97,1,Autumn,7.5,inland,Cloudy
24,53,11,19,partly cloudy,1005.07,3,Spring,7.5,coastal,Cloudy
2,73,1.5,69,overcast,989.31,1,Winter,4,mountain,Snowy
-7,81,7.5,87,overcast,994.95,0,Winter,2.5,inland,Snowy
84,71,25.5,104,overcast,1008.14,8,Autumn,4.5,inland,Cloudy
14,78,10,62,overcast,999.1,1,Autumn,4,coastal,Rainy
14,66,12,22,overcast,1007.43,1,Autumn,9,inland,Cloudy
3,63,15,52,overcast,988.89,0,Winter,3,inland,Snowy
10,68,4.5,11,overcast,1000.84,2,Summer,8,mountain,Cloudy
16,56,3,23,overcast,1003.92,1,Autumn,8,mountain,Cloudy
33,33,5,15,partly cloudy,1016.71,6,Winter,8,coastal,Sunny
22,68,18,53,overcast,1016.33,3,Summer,5,inland,Rainy
44,55,4,5,clear,1028.9,8,Spring,9.5,mountain,Sunny
-6,92,17.5,84,partly cloudy,999.62,0,Winter,4,mountain,Snowy
34,68,11,59,overcast,1015.76,0,Summer,4.5,coastal,Rainy
23,81,18,97,overcast,1018,2,Spring,4.5,coastal,Rainy
4,73,0,88,overcast,992.33,1,Winter,3,inland,Snowy
-4,94,16,56,overcast,984.98,0,Winter,4,mountain,Snowy
-12,53,10,77,overcast,1008.78,2,Winter,17.5,mountain,Cloudy
-7,62,7,79,overcast,991.92,1,Winter,4.5,mountain,Snowy
33,62,6,50,partly cloudy,1009.28,3,Winter,2,coastal,Rainy
34,46,0,18,partly cloudy,1026.71,6,Spring,5.5,mountain,Sunny
35,48,8,11,clear,1015.64,8,Spring,9,inland,Sunny
34,94,17,88,partly cloudy,1005.87,5,Autumn,6,inland,Cloudy
36,42,4.5,11,clear,1021.69,11,Winter,6,mountain,Sunny
40,48,6.5,16,clear,1027.73,9,Autumn,9.5,mountain,Sunny
21,46,2,19,partly cloudy,1015.99,5,Winter,6.5,mountain,Sunny
12,61,11,30,overcast,1015.88,4,Winter,5.5,inland,Cloudy
29,66,11.5,62,overcast,999.91,1,Autumn,2.5,coastal,Rainy
6,48,1,43,cloudy,1081.17,11,Autumn,5,coastal,Cloudy
-1,93,18.5,77,overcast,980.07,0,Winter,1.5,inland,Snowy
22,86,5.5,59,overcast,1017.57,1,Winter,1,inland,Rainy
51,86,3,79,partly cloudy,1029.16,11,Spring,1,coastal,Sunny
2,71,1,52,partly cloudy,996.33,0,Winter,2.5,mountain,Snowy
31,52,9,9,clear,1020.32,6,Autumn,6,mountain,Sunny
29,62,5.5,40,partly cloudy,1004.17,1,Winter,6,coastal,Cloudy
76,79,16,92,partly cloudy,1015.49,6,Winter,2.5,mountain,Rainy
-12,20,4.5,12,partly cloudy,1004.07,14,Autumn,6,coastal,Sunny
-6,92,4.5,97,overcast,985.09,1,Winter,1.5,inland,Snowy
-4,97,11,80,partly cloudy,990.98,0,Winter,5,inland,Snowy
10,61,7,80,overcast,995.17,0,Summer,1.5,coastal,Rainy
17,91,15,76,partly cloudy,1013.57,0,Summer,2,mountain,Rainy
44,49,7,7,clear,1028.28,7,Winter,9,coastal,Sunny
17,81,17.5,66,overcast,996.53,0,Spring,4.5,inland,Rainy
1,94,15,88,overcast,986.81,1,Winter,5,mountain,Snowy
34,48,9,18,clear,1020.05,8,Winter,7.5,mountain,Sunny
29,70,11.5,80,partly cloudy,1007.59,0,Winter,1,coastal,Rainy
-10,64,2,81,overcast,980.73,0,Winter,4,mountain,Snowy
54,73,2.5,71,clear,1027.68,1,Summer,9,inland,Sunny
24,58,14,30,overcast,1018.24,2,Autumn,5,coastal,Cloudy
16,63,17.5,98,partly cloudy,1001.23,0,Summer,2,coastal,Rainy
-7,91,15,81,partly cloudy,988.76,1,Winter,3.5,mountain,Snowy
33,79,2.5,19,overcast,1004.7,2,Autumn,7,inland,Cloudy
33,70,17,96,overcast,994.5,2,Winter,3,mountain,Rainy
31,62,15.5,56,overcast,1018.95,2,Winter,4,mountain,Rainy
23,47,8,5,clear,1024.93,11,Winter,8.5,inland,Sunny
14,84,17,76,partly cloudy,1016.29,3,Winter,2.5,inland,Rainy
29,91,7,63,overcast,1019.93,2,Winter,3,mountain,Rainy
33,69,3.5,13,partly cloudy,1012.04,2,Summer,8,mountain,Cloudy
23,38,5.5,2,clear,1010.28,7,Summer,9.5,inland,Sunny
28,53,11,11,overcast,1018.35,2,Summer,5,inland,Cloudy
28,83,5.5,96,overcast,999.93,3,Summer,2,coastal,Rainy
10,92,5.5,80,overcast,1005.5,9,Autumn,6,inland,Cloudy
15,55,7.5,45,partly cloudy,1017.25,3,Autumn,6.5,mountain,Cloudy
34,48,6.5,17,clear,1018.92,11,Summer,7.5,coastal,Sunny
10,87,20,66,overcast,994.22,3,Summer,2.5,inland,Rainy
-4,74,13,69,overcast,999.16,1,Winter,1.5,mountain,Snowy
30,74,12.5,14,partly cloudy,1007.07,1,Autumn,8.5,coastal,Cloudy
18,77,10.5,27,partly cloudy,1006.48,2,Summer,6,inland,Cloudy
16,78,5.5,38,partly cloudy,1012.74,2,Spring,8,mountain,Cloudy
22,67,11,61,overcast,998.45,1,Autumn,1.5,inland,Rainy
13,84,15,70,partly cloudy,996.59,3,Summer,4,coastal,Rainy
12,94,16,57,overcast,1003.33,2,Spring,5,coastal,Rainy
0,95,10,87,overcast,997.83,1,Winter,2.5,inland,Snowy
14,52,12,13,partly cloudy,1005.74,3,Autumn,9,coastal,Cloudy
15,51,4,34,partly cloudy,1006.34,3,Spring,8,inland,Cloudy
24,78,12.5,103,overcast,1004.42,2,Autumn,4.5,inland,Cloudy
-7,79,7,69,overcast,989.8,1,Winter,3,mountain,Snowy
39,52,2,8,clear,1012.3,11,Autumn,6.5,inland,Sunny
23,60,5,9,clear,1011.77,6,Spring,7,coastal,Sunny
10,60,14.5,78,overcast,1019.93,2,Spring,2,coastal,Rainy
15,53,8.5,24,overcast,1004.49,2,Summer,7.5,mountain,Cloudy
19,56,8.5,38,partly cloudy,1011.34,2,Summer,7,mountain,Cloudy
28,77,8,76,partly cloudy,1082.17,11,Winter,2,mountain,Snowy
-10,99,8,50,overcast,989.49,0,Winter,2.5,inland,Snowy
44,44,5,19,clear,1028.29,8,Spring,9.5,mountain,Sunny
2,100,15,70,overcast,991.86,0,Winter,6.5,inland,Snowy
20,89,17,96,partly cloudy,1012.81,5,Winter,9,inland,Cloudy
28,27,7.5,70,overcast,944.87,8,Winter,9,mountain,Cloudy
1,66,9,88,overcast,985.45,1,Winter,2,inland,Snowy
10,76,6.5,46,overcast,1016.95,3,Autumn,7.5,inland,Cloudy
33,50,0,11,overcast,1010.43,4,Winter,6,coastal,Cloudy
31,59,10,33,partly cloudy,1006.43,2,Autumn,8,coastal,Cloudy
1,105,25,78,partly cloudy,991.37,2,Winter,0.5,mountain,Snowy
32,78,4,26,overcast,1003.6,1,Winter,5.5,mountain,Cloudy
10,78,8,98,overcast,1014.2,1,Spring,3.5,mountain,Rainy
-8,93,12.5,75,overcast,991.59,1,Winter,2.5,mountain,Snowy
26,71,2,38,partly cloudy,1002.85,2,Spring,8,inland,Cloudy
35,20,4,0,partly cloudy,1015.07,10,Spring,5.5,coastal,Sunny
24,46,5,12,clear,1027.27,9,Autumn,8,coastal,Sunny
35,50,0.5,3,partly cloudy,1024.9,10,Winter,8.5,inland,Sunny
14,69,14,65,overcast,1012.87,0,Spring,4,inland,Rainy
33,98,26.5,97,partly cloudy,1003.78,10,Winter,10.5,mountain,Cloudy
41,102,20,99,clear,1025.5,11,Autumn,11.5,inland,Sunny
-7,89,4.5,57,overcast,980.41,0,Winter,2,inland,Snowy
-14,75,2.5,63,partly cloudy,995.24,8,Summer,5,mountain,Cloudy
40,61,9,4,clear,1017.38,11,Summer,8.5,mountain,Sunny
26,66,9,28,partly cloudy,1126.33,14,Autumn,1,mountain,Sunny
15,91,30.5,83,partly cloudy,1009.66,13,Autumn,1.5,inland,Rainy
30,79,2.5,23,overcast,1010.44,1,Autumn,7,mountain,Cloudy
35,24,2.5,4,clear,1013.27,8,Winter,6.5,inland,Sunny
32,34,2,4,partly cloudy,1016.43,10,Summer,9.5,coastal,Sunny
32,47,8,0,clear,1014.89,9,Winter,7.5,coastal,Sunny
34,23,9,9,clear,1017.03,5,Summer,9,inland,Sunny
37,69,7.5,5,clear,1026.99,6,Summer,8,coastal,Sunny
-5,96,2,93,overcast,991.2,1,Winter,3,inland,Snowy
21,67,8,6,partly cloudy,1026.98,9,Autumn,7.5,coastal,Sunny
31,76,16.5,58,overcast,1018.98,3,Winter,3,mountain,Rainy
21,52,10,18,clear,1026.69,9,Summer,9,inland,Sunny
19,50,2,27,partly cloudy,1000.33,2,Summer,7.5,mountain,Cloudy
30,50,7,25,overcast,1007.2,4,Winter,6.5,inland,Cloudy
17,66,11.5,29,overcast,1006.5,2,Winter,8,inland,Cloudy
31,78,15,11,partly cloudy,1010.88,4,Summer,5.5,coastal,Cloudy
20,61,16.5,94,partly cloudy,1001.79,0,Autumn,2.5,coastal,Rainy
10,50,13,28,partly cloudy,1015.22,4,Winter,5.5,coastal,Cloudy
12,69,9,28,partly cloudy,1000.76,3,Winter,5.5,mountain,Cloudy
2,67,16,59,overcast,996.25,0,Winter,1.5,mountain,Snowy
0,82,19.5,98,overcast,998.57,0,Winter,3.5,mountain,Snowy
4,99,11.5,84,overcast,984.51,0,Winter,1.5,inland,Snowy
32,83,9,55,overcast,1004.79,0,Spring,4,inland,Rainy
21,63,9,26,overcast,1000.92,4,Spring,9,mountain,Cloudy
19,70,34.5,90,partly cloudy,1003.74,8,Winter,5,coastal,Rainy
25,100,20,107,partly cloudy,1004.5,0,Autumn,3.5,coastal,Rainy
39,49,3.5,4,clear,1012.92,6,Summer,9.5,coastal,Sunny
26,70,13.5,48,overcast,1015.07,3,Autumn,8.5,coastal,Cloudy
28,24,5.5,1,clear,1020.74,5,Spring,6.5,inland,Sunny
-7,93,7.5,96,overcast,992.25,1,Winter,4.5,inland,Snowy
-7,63,10.5,91,overcast,992.2,0,Winter,2.5,inland,Snowy
18,63,8,41,overcast,1009.47,2,Winter,6,coastal,Cloudy
46,102,8,105,partly cloudy,1016.57,4,Winter,10.5,mountain,Cloudy
2,82,18.5,73,partly cloudy,992.97,0,Winter,3.5,inland,Snowy
18,68,10,26,overcast,1002.54,1,Spring,7,inland,Cloudy
34,84,16.5,95,overcast,992.34,0,Spring,2,coastal,Rainy
-9,98,9,54,partly cloudy,989.41,0,Winter,2.5,mountain,Snowy
-6,24,4.5,85,overcast,847.34,3,Autumn,9.5,mountain,Cloudy
-4,72,16.5,91,partly cloudy,989.39,1,Winter,2.5,mountain,Snowy
-7,85,14.5,51,overcast,996.17,0,Winter,4.5,inland,Snowy
25,72,13,36,partly cloudy,1012.73,3,Summer,6.5,coastal,Cloudy
30,36,3.5,1,partly cloudy,1022.96,10,Summer,7.5,coastal,Sunny
11,78,13.5,10,partly cloudy,1007.63,1,Summer,8.5,coastal,Cloudy
32,80,7,99,overcast,1011.36,0,Autumn,2,coastal,Rainy
-6,65,7.5,62,overcast,997.59,0,Winter,1.5,mountain,Snowy
32,97,19,77,partly cloudy,994.82,1,Summer,1,coastal,Rainy
19,93,11,78,overcast,993.24,3,Summer,5,mountain,Rainy
3,94,6,67,partly cloudy,987.69,1,Winter,3.5,mountain,Snowy
24,58,13.5,48,partly cloudy,1012.86,1,Winter,6,mountain,Cloudy
23,58,8,88,partly cloudy,1014.38,5,Spring,11.5,coastal,Sunny
34,53,12.5,46,partly cloudy,1019.99,2,Autumn,7.5,mountain,Cloudy
19,68,13.5,22,overcast,1145.75,0,Autumn,8.5,coastal,Rainy
3,66,19,63,overcast,980.62,0,Winter,2,inland,Snowy
-5,83,16.5,76,partly cloudy,990.91,1,Winter,2,inland,Snowy
3,66,13,91,partly cloudy,995.95,1,Winter,1,inland,Snowy
38,90,35,71,overcast,1014.97,2,Spring,1,coastal,Rainy
4,82,15.5,66,overcast,990.38,0,Winter,1.5,inland,Snowy
3,99,11.5,63,overcast,984.14,0,Winter,4.5,inland,Snowy
34,68,5,43,overcast,975.37,1,Winter,19.5,mountain,Snowy
24,49,2.5,4,clear,1013.85,10,Summer,6.5,inland,Sunny
13,71,7.5,43,overcast,1002.47,1,Spring,5.5,inland,Cloudy
60,104,24.5,78,overcast,996.49,9,Winter,1.5,inland,Rainy
4,66,3,64,partly cloudy,987.68,0,Winter,3,mountain,Snowy
22,81,19,67,overcast,1015.57,3,Spring,3.5,coastal,Rainy
26,24,1,5,clear,1023.01,6,Winter,6.5,mountain,Sunny
28,50,1.5,13,clear,1017.92,7,Spring,7,mountain,Sunny
-10,68,8,85,overcast,995.14,1,Winter,3,inland,Snowy
1,66,5.5,90,overcast,982.19,1,Winter,3,inland,Snowy
-6,70,12.5,55,overcast,986.84,0,Winter,2,inland,Snowy
4,65,1,61,cloudy,1135.33,1,Autumn,13.5,mountain,Snowy
4,85,7.5,62,overcast,993.04,0,Winter,4,inland,Snowy
42,24,3,6,clear,1012.91,5,Spring,7.5,coastal,Sunny
-9,86,7,87,overcast,984.53,1,Winter,4.5,inland,Snowy
-4,89,1,96,overcast,985.17,0,Winter,2.5,mountain,Snowy
20,52,14,11,overcast,1000.96,1,Autumn,8,coastal,Cloudy
36,57,8,9,partly cloudy,1017.44,10,Autumn,10,mountain,Sunny
26,59,8.5,12,partly cloudy,1011.13,5,Summer,10,mountain,Sunny
-21,89,20.5,83,overcast,982.92,4,Winter,2.5,mountain,Snowy
14,56,10,37,partly cloudy,1013.57,1,Spring,5,coastal,Cloudy
32,28,9.5,8,partly cloudy,1020.92,8,Summer,8,coastal,Sunny
52,109,22.5,89,overcast,1013.4,9,Summer,2,mountain,Cloudy
26,64,2.5,26,partly cloudy,1004.98,4,Summer,7.5,mountain,Cloudy
27,37,3,14,clear,1010.14,5,Winter,9,coastal,Sunny
3,93,4.5,76,overcast,985.35,1,Winter,1.5,mountain,Snowy
22,32,9,10,clear,1010.66,5,Autumn,6.5,inland,Sunny
31,65,5.5,61,overcast,990.46,0,Winter,3.5,coastal,Rainy
22,58,11,34,partly cloudy,1019.24,4,Winter,5,coastal,Cloudy
42,47,2,48,partly cloudy,1167.43,4,Spring,19.5,coastal,Rainy
19,89,9,56,partly cloudy,992.21,3,Autumn,2,inland,Rainy
2,67,16.5,59,partly cloudy,987.68,1,Winter,3.5,mountain,Snowy
22,72,17,99,clear,1024.08,7,Spring,5.5,mountain,Sunny
15,69,1.5,42,partly cloudy,1007.18,3,Autumn,6.5,inland,Cloudy
29,32,5.5,11,clear,1021.55,6,Winter,5.5,coastal,Sunny
0,56,10,37,cloudy,1147.58,3,Winter,1,coastal,Sunny
-7,76,11,57,overcast,985.62,0,Winter,4.5,inland,Snowy
30,85,19.5,88,overcast,991.51,1,Winter,1.5,mountain,Rainy
34,43,5.5,10,clear,1018.35,11,Spring,6.5,mountain,Sunny
-5,60,2.5,94,overcast,983.45,0,Winter,4.5,mountain,Snowy
24,65,8.5,26,partly cloudy,1012.1,3,Summer,8.5,mountain,Cloudy
22,53,11,39,partly cloudy,1007.42,3,Winter,8,coastal,Cloudy
15,56,6.5,23,partly cloudy,1012,3,Autumn,7.5,inland,Cloudy
11,85,18.5,78,overcast,1016.02,0,Spring,1,mountain,Rainy
1,64,6.5,63,overcast,993.53,1,Winter,3.5,inland,Snowy
76,93,0.5,71,clear,1012.51,14,Spring,10,inland,Sunny
-2,65,4.5,62,partly cloudy,993.09,0,Winter,3,inland,Snowy
26,70,6,11,overcast,1004.74,4,Spring,6,coastal,Cloudy
-4,68,17.5,73,overcast,982.14,1,Winter,3.5,inland,Snowy
21,88,14.5,91,partly cloudy,993.84,3,Autumn,5,coastal,Rainy
34,55,14,36,overcast,1003.77,1,Summer,9,mountain,Cloudy
34,91,5.5,95,partly cloudy,1013.87,0,Autumn,4,coastal,Rainy
18,79,10,85,overcast,994.54,3,Summer,1.5,coastal,Rainy
-4,81,18,92,partly cloudy,998.67,1,Winter,2,mountain,Snowy
30,82,9.5,99,partly cloudy,1008.27,1,Spring,2,inland,Rainy
-7,78,17,80,overcast,995.95,1,Winter,4.5,mountain,Snowy
24,90,6,52,overcast,990.47,1,Spring,1,coastal,Rainy
15,60,1,17,partly cloudy,1006.13,4,Spring,5.5,coastal,Cloudy
40,48,4,12,clear,1012.82,9,Winter,9.5,mountain,Sunny
26,24,3.5,10,clear,1025.96,7,Summer,5.5,coastal,Sunny
-9,94,5,86,overcast,985.73,5,Winter,1,mountain,Snowy
30,82,19.5,75,overcast,995.16,12,Autumn,3.5,coastal,Rainy
28,66,19.5,77,overcast,992.37,0,Summer,2,mountain,Rainy
23,91,8.5,66,partly cloudy,1013.72,2,Autumn,2.5,inland,Rainy
21,62,14,94,partly cloudy,993.79,2,Spring,3,coastal,Rainy
29,76,11,44,overcast,1017.03,2,Winter,6.5,mountain,Cloudy
35,67,5,14,clear,1010.4,10,Spring,7.5,coastal,Sunny
31,67,8,92,partly cloudy,990.35,0,Spring,1.5,inland,Rainy
-6,88,11.5,75,overcast,984.97,2,Winter,1,mountain,Snowy
-18,73,7.5,54,overcast,829.27,11,Spring,6.5,mountain,Cloudy
19,92,11,79,overcast,999.51,2,Winter,3,inland,Rainy
28,59,0.5,19,overcast,1015.93,4,Spring,5.5,coastal,Cloudy
22,27,1.5,7,clear,1016.49,8,Winter,8,mountain,Sunny
-4,84,19,84,overcast,996.43,1,Winter,1,mountain,Snowy
30,93,26.5,79,partly cloudy,1015.11,11,Autumn,1.5,coastal,Cloudy
-10,86,2,86,overcast,999.17,1,Winter,3.5,mountain,Snowy
37,86,7,81,clear,1020.21,14,Summer,2.5,mountain,Sunny
24,25,0,1,clear,1015.9,5,Autumn,6,coastal,Sunny
16,86,9,92,overcast,1008.08,2,Winter,4.5,inland,Rainy
23,81,5.5,88,partly cloudy,1013.33,3,Winter,2.5,inland,Rainy
3,84,7.5,77,overcast,994.65,0,Winter,4,inland,Snowy
20,38,7,4,clear,1027.98,8,Winter,8.5,mountain,Sunny
41,44,1.5,5,clear,1026.82,5,Winter,7,inland,Sunny
-6,34,11,89,cloudy,1104.72,0,Autumn,16.5,coastal,Sunny
-1,76,4.5,101,overcast,989.38,13,Winter,2,mountain,Snowy
1,69,5.5,67,overcast,989.06,1,Winter,5,mountain,Snowy
-3,94,2,74,partly cloudy,998.57,0,Winter,2.5,inland,Snowy
14,60,13,19,overcast,1004.59,3,Autumn,7,inland,Cloudy
14,74,3,22,overcast,1009.69,1,Spring,5.5,inland,Cloudy
10,80,17,90,overcast,1005.45,3,Winter,3.5,coastal,Rainy
17,74,11,72,overcast,1017.47,0,Autumn,1,coastal,Rainy
-20,35,2,45,overcast,806.03,2,Winter,12,inland,Cloudy
21,48,6,0,clear,1024.48,7,Winter,8.5,inland,Sunny
13,65,7.5,54,partly cloudy,1001.74,1,Winter,4,mountain,Rainy
10,59,13,40,overcast,1019.43,4,Spring,7,coastal,Cloudy
32,66,6,92,partly cloudy,1010.21,2,Spring,1.5,inland,Rainy
-8,98,17,64,overcast,995.79,1,Winter,3.5,inland,Snowy
-10,96,17,82,overcast,990.68,1,Winter,2.5,mountain,Snowy
24,72,5.5,38,partly cloudy,1009.38,1,Spring,9,inland,Cloudy
23,67,15,47,partly cloudy,1017.26,3,Winter,8,mountain,Cloudy
24,38,4.5,15,partly cloudy,1029.37,9,Spring,7,mountain,Sunny
24,41,3.5,17,clear,1011.95,7,Summer,6,coastal,Sunny
24,70,3,39,partly cloudy,1001.02,3,Autumn,8,inland,Cloudy
4,66,5,58,partly cloudy,982.03,0,Winter,5,inland,Snowy
39,20,7.5,2,clear,1029.75,11,Winter,9.5,inland,Sunny
23,60,4.5,13,partly cloudy,1029.53,10,Summer,7.5,mountain,Sunny
18,64,16.5,92,overcast,990.52,0,Winter,3,coastal,Rainy
36,39,6,16,clear,1021.93,10,Spring,8,mountain,Sunny
75,106,31.5,79,overcast,1019.96,2,Spring,1,coastal,Rainy
18,78,12,22,overcast,1001.21,3,Winter,7,mountain,Cloudy
-6,72,11.5,57,partly cloudy,981.1,1,Winter,1.5,inland,Snowy
28,46,2.5,11,clear,1017.75,5,Winter,8.5,coastal,Sunny
26,80,9,85,overcast,996.58,0,Autumn,1.5,inland,Rainy
38,60,4.5,8,partly cloudy,1013.67,9,Spring,8,inland,Sunny
16,77,2.5,27,partly cloudy,1010.28,3,Summer,9,inland,Cloudy
32,73,9.5,39,overcast,1008,3,Winter,7.5,inland,Cloudy
41,25,6.5,13,partly cloudy,1015.22,7,Summer,5.5,mountain,Sunny
15,68,4,25,overcast,1009.73,2,Winter,7,mountain,Cloudy
-1,65,7,68,overcast,998.96,0,Winter,3,inland,Snowy
28,81,16,92,partly cloudy,1016.39,2,Spring,1.5,inland,Rainy
11,52,2.5,21,partly cloudy,1014.62,4,Winter,5.5,coastal,Cloudy
32,78,9.5,15,overcast,1005.07,4,Spring,7,mountain,Cloudy
-4,92,19,94,overcast,987.54,1,Winter,2.5,inland,Snowy
14,77,3,10,partly cloudy,1016.65,4,Autumn,7,coastal,Cloudy
13,79,14.5,77,overcast,1004.69,1,Spring,3,mountain,Rainy
18,100,19,72,overcast,1013.43,12,Spring,1.5,coastal,Rainy
-1,63,11,66,overcast,985.68,1,Winter,4,inland,Snowy
26,40,9.5,8,clear,1023.36,7,Summer,6.5,mountain,Sunny
32,96,6.5,63,overcast,1014.93,2,Spring,2.5,inland,Rainy
28,87,20,55,overcast,1006.76,3,Spring,3.5,inland,Rainy
-9,67,8,84,overcast,990.63,0,Winter,1.5,inland,Snowy
18,85,28,75,partly cloudy,1013.97,4,Summer,9,inland,Cloudy
24,65,5.5,74,partly cloudy,1005.97,1,Winter,2.5,inland,Rainy
27,48,1.5,9,clear,1018.84,8,Spring,10,coastal,Sunny
29,79,14.5,95,overcast,994.49,2,Summer,2.5,inland,Rainy
66,88,30.5,106,partly cloudy,1007.89,6,Winter,5.5,inland,Cloudy
54,107,26,88,partly cloudy,991.72,4,Spring,3,mountain,Rainy
-6,60,14,92,overcast,997.9,1,Winter,3.5,inland,Snowy
37,35,1.5,14,cloudy,847.69,8,Winter,6,inland,Sunny
-9,84,8,91,overcast,985.71,1,Winter,5,inland,Snowy
-5,68,7.5,78,overcast,995.75,1,Winter,2.5,mountain,Snowy
37,97,22.5,98,clear,1022.28,12,Summer,4.5,inland,Sunny
